Autobahn,Name,Standort,Richtung,Art,Fluss,Fluss_0,Energiebedarf,Energiebedarf_0,pXi_dir,pYi_dir,pYi_dir_0,pE_charged,pE_charged_0,pE_input,pE_input_0,pE_output,pE_output_0,Fluss_1,Energiebedarf_1,pYi_dir_1,pE_charged_1,pE_input_1,pE_output_1
'A01','Lindach Süd',212.27,1.0,0.0,24974.8,0.0,148250.5,0.0,1.0,1.0,0.0,400.0,0.0,206.15047073170732,0.0,250.90197073170734,0.0,24974.8,148250.5,1.0,400.0,206.15047073170732,250.90197073170734
'A01','Hainbach Süd',230.7,1.0,1.0,18126.8,0.0,66815.5,0.0,1.0,1.0,0.0,359.28467073170737,0.0,250.90197073170734,0.0,92.06379999999999,0.0,18126.8,66815.5,1.0,359.28467073170737,250.90197073170734,92.06379999999999
'A01','Hainbach Nord',230.72,0.0,1.0,16696.6,16696.6,61644.0,61644.0,1.0,1.0,1.0,390.868929268292,390.868929268292,235.69269999999926,235.69269999999926,29.755770731707287,29.755770731707287,0.0,0.0,0.0,0.0,0.0,0.0
'A01','Straß',243.67,1.0,1.0,18482.3,0.0,47943.0,0.0,1.0,0.0,0.0,0.0,0.0,92.06379999999999,0.0,235.8928,0.0,18482.3,47943.0,0.0,0.0,92.06379999999999,235.8928
'A01','Wildenhag Nord',243.76,0.0,2.0,18415.6,18415.6,48028.0,48028.0,-0.0,0.0,-0.0,0.0,0.0,29.755770731707287,29.755770731707287,173.8397707317073,173.8397707317073,0.0,0.0,0.0,0.0,0.0,0.0
'A01','Oberwang',251.03,0.0,1.0,17666.7,17666.7,25687.4,25687.4,0.0,0.0,0.0,0.0,0.0,173.8397707317073,173.8397707317073,250.90197073170728,250.90197073170728,0.0,0.0,0.0,0.0,0.0,0.0
'A01','Mondsee',259.23,2.0,0.0,35244.600000000006,17666.7,83675.9,28973.5,1.0,2.0,1.0,737.8224707317073,337.8224707317073,486.7947707317073,250.90197073170728,0.0,0.0,17577.9,54702.4,1.0,400.0,235.8928,0.0
'A01','Schafbergblick',268.98,0.0,2.0,20637.0,20637.0,40242.1,40242.1,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,120.7263,120.7263,0.0,0.0,0.0,0.0,0.0,0.0
'A01','Vetterbach',270.63,1.0,2.0,20198.5,0.0,46052.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,138.1578,0.0,20198.5,46052.6,0.0,0.0,0.0,138.1578
'A01','Enzersberg',274.82,0.0,2.0,24120.0,24120.0,28172.2,28172.2,-0.0,0.0,-0.0,0.0,0.0,120.7263,120.7263,205.2429,205.2429,0.0,0.0,0.0,0.0,0.0,0.0
'A01','Salzburger Vorland',277.55,1.0,2.0,24172.0,0.0,33454.0,0.0,1.0,1.0,0.0,197.26010000000002,0.0,138.1578,0.0,41.25970000000001,0.0,24172.0,33454.0,1.0,197.26010000000002,138.1578,41.25970000000001
'A01','Salzburger Tor',282.75,0.0,2.0,31497.8,31497.8,49955.5,49955.5,1.0,1.0,1.0,344.2178,344.2178,205.2429,205.2429,10.891599999999983,10.891599999999983,0.0,0.0,0.0,0.0,0.0,0.0
'A01','Söllheim',286.46,1.0,0.0,31201.5,0.0,55601.0,0.0,1.0,0.0,0.0,0.0,0.0,41.25970000000001,0.0,208.0627,0.0,31201.5,55601.0,-0.0,0.0,41.25970000000001,208.0627
'A01','Kasern',287.89,0.0,0.0,38738.1,38738.1,39822.8,39822.8,0.0,0.0,0.0,0.0,0.0,10.891599999999983,10.891599999999983,130.36,130.36,0.0,0.0,0.0,0.0,0.0,0.0
'A01','Walserberg Süd',300.71,1.0,0.0,22448.8,0.0,63979.1,0.0,1.0,1.0,0.0,400.0,0.0,208.0627,0.0,0.0,0.0,22448.8,63979.1,1.0,400.0,208.0627,0.0
'A01','Walserberg Nord',300.73,0.0,0.0,35000.0,35000.0,89880.0,89880.0,1.0,1.0,1.0,400.0,400.0,130.36,130.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
